question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
"Finden Sie den Namen und die Mitgliedsstufe der Besucher, deren Mitgliedsstufe höher als 4 ist, und ordnen Sie die Ergebnisse nach ihrem Alter von alt bis jung.","SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC",False,False,False,"['Visitors', 'results']",cross-encoder
"Finden Sie die ID und den Namen des Museums, das die meisten Mitarbeiter hat?","SELECT museum_id ,  name FROM museum ORDER BY num_of_staff DESC LIMIT 1",True,False,False,"['museum', 'employee']",cross-encoder
"Finden Sie die durchschnittliche Anzahl der Mitarbeiter der Museen, die vor 2009 eröffnet wurden.",SELECT avg(num_of_staff) FROM museum WHERE open_year  <  2009,False,False,False,"['employee', 'Museums']",cross-encoder
Welches sind das Eröffnungsjahr und die Mitarbeiterzahl des Museums mit dem Namen Plaza Museum?,"SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'",True,False,False,"['museum', 'museum']",cross-encoder
"Finden Sie die Namen der Museen, die mehr Mitarbeiter haben als die Mindestmitarbeitlzahl aller nach 2010 eröffneten Museen.",SELECT name FROM museum WHERE num_of_staff  >  (SELECT min(num_of_staff) FROM museum WHERE open_year  >  2010),False,False,False,"['Museums', 'employee', 'Museums']",cross-encoder
"Finden Sie die ID, den Namen und das Alter von Besuchern, die einige Museen mehr als einmal besucht haben.","SELECT t1.id ,  t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t1.id HAVING count(*)  >  1",False,False,False,['Museums'],cross-encoder
"Welches sind die ID, der Name und die Mitgliedsstufe der Besucher, die insgesamt den größten Geldbetrag für alle Museumstickets ausgegeben haben?","SELECT t2.visitor_id ,  t1.name ,  t1.Level_of_membership FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t2.visitor_id ORDER BY sum(t2.Total_spent) DESC LIMIT 1",False,False,False,['Visitors'],cross-encoder
"Wie lauten ID und Name des Museums, das am häufigsten besucht wurde?","SELECT t2.Museum_ID ,  t1.name FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID GROUP BY t2.Museum_ID ORDER BY count(*) DESC LIMIT 1",True,False,False,['museum'],cross-encoder
"Wie lautet der Name des Museums, das noch keinen Besucher hatte?",SELECT name FROM museum WHERE Museum_ID NOT IN (SELECT museum_id FROM visit),True,False,False,"['museum', 'Visitors']",cross-encoder
"Wie hoch sind die Gesamtkosten für die Eintrittskarten der Besucher, deren Mitgliedsstufe 1 ist?",SELECT sum(t2.Total_spent) FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id WHERE t1.Level_of_membership  =  1,False,False,False,['Visitors'],cross-encoder
"Wie lautet der Name des Besuchers, der sowohl ein vor 2009 eröffnetes Museum als auch ein nach 2011 eröffnetes Museum besucht hat?",SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011,True,False,False,"['museum', 'museum']",cross-encoder
"Ermitteln Sie die Anzahl der Besucher, die kein nach 2010 eröffnetes Museum besucht haben.",SELECT count(*) FROM visitor WHERE id NOT IN (SELECT t2.visitor_id FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID WHERE t1.open_year  >  2010),True,False,False,"['Visitors', 'museum']",cross-encoder
Wie viele Museen wurden nach 2013 oder vor 2008 eröffnet?,SELECT count(*) FROM museum WHERE open_year  >  2013 OR open_year  <  2008,False,False,False,['Museums'],cross-encoder
Finden Sie die Gesamtzahl der Spieler.,SELECT count(*) FROM players,True,False,False,"['player', 'matches']",cross-encoder
Wie viele Spieler gibt es?,SELECT count(*) FROM players,True,False,False,"['player', 'matches']",cross-encoder
Finden Sie die Gesamtzahl der Spiele.,SELECT count(*) FROM matches,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Zählen Sie die Spiele.,SELECT count(*) FROM matches,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Geben Sie den Vornamen und das Geburtsdaten aller Spieler aus dem Land mit dem Code USA an.,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'",True,False,False,"['player', 'matches', 'country']",cross-encoder
Wie lauten die Vornamen und Geburtsdaten der Spieler aus den USA?,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'",True,False,False,"['player', 'matches']",cross-encoder
Finden Sie das Durchschnittsalter der Verlierer und Gewinner aller Spiele.,"SELECT avg(loser_age) ,  avg(winner_age) FROM matches",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Wie sind die Durchschnittsalter der Verlierer und Gewinner aller Spiele?,"SELECT avg(loser_age) ,  avg(winner_age) FROM matches",True,False,False,['matches'],cross-encoder
Welches ist der beste Rang der Verlierer über alle Spiele hinweg?,SELECT min(loser_rank) FROM matches,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Finden Sie die Anzahl der verschiedenen Ländercodes aller Spieler.,SELECT count(DISTINCT country_code) FROM players,True,False,False,"['player', 'matches']",cross-encoder
Aus wie vielen verschiedenen Ländern kommen die Spieler?,SELECT count(DISTINCT country_code) FROM players,True,False,False,['player'],cross-encoder
"Finden Sie den Namen eines Turniers, das mehr als 10 Spiele hat.",SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
"Wie lauten die Namen von Turnieren, die mehr als 10 Spiele haben?",SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
"Wie lauten die Namen der Spieler, die sowohl im Jahr 2013 als auch im Jahr 2016 gewonnen haben?",SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016,True,False,False,"['player', 'matches']",cross-encoder
"Geben Sie die Anzahl aller Spiele an, die 2013 oder 2016 stattgefunden haben.",SELECT count(*) FROM matches WHERE YEAR  =  2013 OR YEAR  =  2016,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Wie viele Spiele wurden 2013 oder 2016 ausgetragen?,SELECT count(*) FROM matches WHERE YEAR  =  2013 OR YEAR  =  2016,True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
"Wie lauten Ländercode und Vorname der Spieler, die sowohl bei den WTA-Meisterschaften als auch bei den Australian Open gewonnen haben?","SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'",True,False,False,"['player', 'matches']",cross-encoder
"Wie lauten die Vornamen und Ländercodes der Spieler, die sowohl die WTA-Meisterschaften als auch die Australian Open gewonnen haben?","SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'",True,False,False,"['player', 'matches']",cross-encoder
Finden Sie den Vornamen und den Ländercode des ältesten Spielers.,"SELECT first_name ,  country_code FROM players ORDER BY birth_date LIMIT 1",True,False,False,['player'],cross-encoder
Listen Sie den Vor- und Nachnamen aller Spieler in der Reihenfolge ihres Geburtsdatums auf.,"SELECT first_name ,  last_name FROM players ORDER BY birth_date",True,False,False,"['player', 'matches']",cross-encoder
Wie lauten die vollständigen Namen aller Spieler in der Reihenfolge ihres Geburtsdatums?,"SELECT first_name ,  last_name FROM players ORDER BY birth_date",True,False,False,"['player', 'matches']",cross-encoder
"Listen Sie den Vor- und Nachnamen aller Spieler, die Linkshänder verwenden, in der Reihenfolge ihres Geburtsdatums auf.","SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date",True,False,False,"['player', 'matches']",cross-encoder
Wie lauten die vollständigen Namen aller linkshändigen Spieler in der Reihenfolge ihres Geburtsdatums?,"SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date",True,False,False,"['player', 'matches']",cross-encoder
"Finden Sie den Vornamen und den Ländercode des Spielers, der die meisten Touren absolviert hat.","SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1",True,False,False,['player'],cross-encoder
Wie lauten der Vorname und der Ländercode des Spielers mit den meisten Tourneen?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1",True,False,False,['player'],cross-encoder
Welches Jahr hatte die meisten Spiele?,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,True,False,False,['matches'],cross-encoder
"Finden Sie den Namen und die Ranglistenpunkte des Gewinners, der die meisten Spiele gewonnen hat.","SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
"Wie lautet der Name des Gewinners, der die meisten Spiele gewonnen hat, und wie viele Ranglistenpunkte hat dieser Spieler?","SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1",True,False,False,"['game', 'player', 'matches', 'Plays_Games', 'player']",cross-encoder
"Finden Sie die Namen des Verlierers und des Gewinners, der an dem Spiel mit der größten Anzahl von Minuten teilgenommen hat.","SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1",True,False,False,"['game', 'matches', 'Plays_Games']",cross-encoder
"Wie lauten die Namen des Gewinners und des Verlierers, die am längsten an den Spielen teilgenommen haben?","SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1",True,False,False,['matches'],cross-encoder
Finden Sie den durchschnittlichen Rang für jeden Spieler und seinen Vornamen.,"SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name",True,False,False,"['player', 'matches']",cross-encoder
Wie lauten die Vornamen aller Spieler und ihr durchschnittlicher Rang?,"SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name",True,False,False,"['player', 'matches']",cross-encoder
Finden Sie die Gesamtpunktzahl für jeden Spieler und seinen Vornamen.,"SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name",True,False,False,"['player', 'matches']",cross-encoder
Wie lauten die Vornamen aller Spieler und ihre Gesamtpunktzahl der Ranglistenpunkte?,"SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name",True,False,False,"['player', 'matches']",cross-encoder
Finden Sie die Anzahl der Spieler für jedes Land.,"SELECT count(*) ,  country_code FROM players GROUP BY country_code",True,False,False,"['player', 'matches', 'country']",cross-encoder
Wie viele Spieler kommen aus jedem Land?,"SELECT count(*) ,  country_code FROM players GROUP BY country_code",True,False,False,"['player', 'matches', 'country']",cross-encoder
"Finden Sie den Code des Landes, in dem die meisten Spieler leben.",SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,True,False,False,"['player', 'matches']",cross-encoder
"Finden Sie die Codes der Länder, die mehr als 50 Spieler haben.",SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,True,False,False,"['countries', 'player', 'matches']",cross-encoder
Wie lauten die Codes der Länder mit mehr als 50 Spielern?,SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,False,False,False,['countries'],cross-encoder
"Finden Sie die Anzahl der Spiele, die in jedem Jahr stattgefunden haben.","SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Wie viele Spiele wurden in jedem Jahr ausgetragen?,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Finden Sie den Namen und Rang der 3 jüngsten Gewinner über alle Spiele hinweg.,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
Wie lauten die Namen und Ränge der drei jüngsten Gewinner über alle Spiele hinweg?,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3",True,False,False,"['game', 'player', 'matches', 'Plays_Games']",cross-encoder
"Finden Sie den Vornamen, den Ländercode und das Geburtsdatum des Gewinners, der in allen Spielen die höchsten Ranglistenpunkte erzielt hat.","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1",True,False,False,['matches'],cross-encoder
"Wie lauten der Vorname, der Ländercode und das Geburtsdatum des Spielers mit den meisten Ranglistenpunkten in allen Spielen?","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1",True,False,False,['player'],cross-encoder
Finden Sie die Anzahl der Spieler für jeden Handtyp.,"SELECT count(*) ,  hand FROM players GROUP BY hand",True,False,False,"['player', 'matches']",cross-encoder
Wie viele Spieler gibt es für jeden Handtyp?,"SELECT count(*) ,  hand FROM players GROUP BY hand",True,False,False,"['player', 'matches']",cross-encoder
"Wie viele Schiffe wurden am Ende ""gekapert""?",SELECT count(*) FROM ship WHERE disposition_of_ship  =  'Captured',True,False,False,['ship'],cross-encoder
"Listen Sie den Namen, das Datum und das Ergebnis jeder Schlacht auf.","SELECT name ,  date FROM battle",True,False,False,['battle'],cross-encoder
Welche Situationen mit Toten und Verletzten wurden durch das Schiff mit der Tonnage 't' verursacht?,"SELECT T1.killed ,  T1.injured FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id WHERE T2.tonnage  =  't'",True,False,False,['ship'],cross-encoder
"Wie lauten der Name und die Ergebnisse der Kämpfe, wenn der bulgarische Kommandeur nicht ""Boril"" ist?","SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'",False,False,False,['results'],cross-encoder
"Wie lauten die verschiedenen IDs und Namen der Kämpfe, in denen Schiffe des Typs ""Brig"" verloren gingen?","SELECT DISTINCT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.ship_type  =  'Brig'",True,False,False,['ship'],cross-encoder
Wie viele verschiedene Ergebnisse gibt es bei den Kämpfen?,SELECT count(DISTINCT RESULT) FROM battle,False,False,False,['results'],cross-encoder
In wie vielen Kämpfen hat kein Schiff mit der Tonnage '225' verloren?,SELECT count(*) FROM battle WHERE id NOT IN ( SELECT lost_in_battle FROM ship WHERE tonnage  =  '225' );,True,False,False,['ship'],cross-encoder
"Nennen Sie den Namen und das Datum der Kämpfe, die das Schiff mit dem Namen ""Lettice"" und das Schiff mit dem Namen ""HMS Atalanta"" verloren haben.","SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'Lettice' INTERSECT SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'HMS Atalanta'",True,False,False,"['ship', 'ship']",cross-encoder
"Zeigen Sie Namen, Ergebnisse und bulgarische Kommandeure der Kämpfe ohne verlorene Schiffe im ""Ärmelkanal"".","SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'",True,False,False,"['results', 'ship']",cross-encoder
